"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","558","Создание пользователя","LMS service","Mon Feb 16 07:04:26 UTC 2026","passed","Mon Feb 16 07:04:27 UTC 2026","Create entity","Users","",""
"","22","Создание задания","LMS service","Mon Feb 16 07:04:21 UTC 2026","passed","Mon Feb 16 07:04:21 UTC 2026","Create entity","Exercises","",""
"","17","Удаление задания","LMS service","Mon Feb 16 07:04:22 UTC 2026","passed","Mon Feb 16 07:04:22 UTC 2026","Delete entity","Exercises","",""
"","285","Получение файла","LMS service","Mon Feb 16 07:04:24 UTC 2026","passed","Mon Feb 16 07:04:25 UTC 2026","Get entity","Files","",""
"","259","Создание файла с пустым directory","LMS service","Mon Feb 16 07:04:25 UTC 2026","passed","Mon Feb 16 07:04:25 UTC 2026","Validate entity","Files","",""
"","271","Получение файла с некорректным file_id","LMS service","Mon Feb 16 07:04:26 UTC 2026","passed","Mon Feb 16 07:04:26 UTC 2026","Validate entity","Files","",""
"","543","Создание пользователя","LMS service","Mon Feb 16 07:04:26 UTC 2026","passed","Mon Feb 16 07:04:26 UTC 2026","Create entity","Users","",""
"","20","Обновление задания","LMS service","Mon Feb 16 07:04:21 UTC 2026","passed","Mon Feb 16 07:04:21 UTC 2026","Update entity","Exercises","",""
"","554","Создание пользователя","LMS service","Mon Feb 16 07:04:26 UTC 2026","passed","Mon Feb 16 07:04:27 UTC 2026","Create entity","Users","",""
"","17","Удаление файла","LMS service","Mon Feb 16 07:04:26 UTC 2026","passed","Mon Feb 16 07:04:26 UTC 2026","Delete entity","Files","",""
"","30","Создание курса","LMS service","Mon Feb 16 07:04:20 UTC 2026","passed","Mon Feb 16 07:04:20 UTC 2026","Create entity","Courses","",""
"","27","Получение задания","LMS service","Mon Feb 16 07:04:22 UTC 2026","passed","Mon Feb 16 07:04:22 UTC 2026","Get entity","Exercises","",""
"","544","Авторизация с корректным email и password","LMS service","Mon Feb 16 07:04:18 UTC 2026","passed","Mon Feb 16 07:04:18 UTC 2026","Login","Authentication","",""
"","50","Обновление курса","LMS service","Mon Feb 16 07:04:20 UTC 2026","passed","Mon Feb 16 07:04:20 UTC 2026","Update entity","Courses","",""
"","12","Получение информации о текущем пользователе","LMS service","Mon Feb 16 07:04:28 UTC 2026","passed","Mon Feb 16 07:04:28 UTC 2026","Get entity","Users","",""
"","20","Создание файла","LMS service","Mon Feb 16 07:04:23 UTC 2026","passed","Mon Feb 16 07:04:23 UTC 2026","Create entity","Files","",""
"","261","Создание файла с пустым filename","LMS service","Mon Feb 16 07:04:24 UTC 2026","passed","Mon Feb 16 07:04:24 UTC 2026","Validate entity","Files","",""
"","21","Получение списка заданий","LMS service","Mon Feb 16 07:04:23 UTC 2026","passed","Mon Feb 16 07:04:23 UTC 2026","Get entities","Exercises","",""
"","28","Получение курса","LMS service","Mon Feb 16 07:04:18 UTC 2026","passed","Mon Feb 16 07:04:18 UTC 2026","Get entities","Courses","",""
