"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Создание курса","LMS service","Sat Feb 21 09:06:14 UTC 2026","passed","Sat Feb 21 09:06:14 UTC 2026","Create entity","Courses","",""
"","264","Создание файла с пустым filename","LMS service","Sat Feb 21 09:06:19 UTC 2026","passed","Sat Feb 21 09:06:19 UTC 2026","Validate entity","Files","",""
"","26","Получение задания","LMS service","Sat Feb 21 09:06:17 UTC 2026","passed","Sat Feb 21 09:06:17 UTC 2026","Get entity","Exercises","",""
"","297","Удаление файла","LMS service","Sat Feb 21 09:06:20 UTC 2026","passed","Sat Feb 21 09:06:20 UTC 2026","Delete entity","Files","",""
"","50","Обновление курса","LMS service","Sat Feb 21 09:06:14 UTC 2026","passed","Sat Feb 21 09:06:14 UTC 2026","Update entity","Courses","",""
"","13","Получение информации о текущем пользователе","LMS service","Sat Feb 21 09:06:22 UTC 2026","passed","Sat Feb 21 09:06:22 UTC 2026","Get entity","Users","",""
"","26","Создание задания","LMS service","Sat Feb 21 09:06:15 UTC 2026","passed","Sat Feb 21 09:06:15 UTC 2026","Create entity","Exercises","",""
"","16","Получение файла","LMS service","Sat Feb 21 09:06:19 UTC 2026","passed","Sat Feb 21 09:06:19 UTC 2026","Get entity","Files","",""
"","19","Удаление задания","LMS service","Sat Feb 21 09:06:17 UTC 2026","passed","Sat Feb 21 09:06:17 UTC 2026","Delete entity","Exercises","",""
"","30","Получение курса","LMS service","Sat Feb 21 09:06:13 UTC 2026","passed","Sat Feb 21 09:06:13 UTC 2026","Get entities","Courses","",""
"","267","Получение файла с некорректным file_id","LMS service","Sat Feb 21 09:06:21 UTC 2026","passed","Sat Feb 21 09:06:21 UTC 2026","Validate entity","Files","",""
"","560","Создание пользователя","LMS service","Sat Feb 21 09:06:21 UTC 2026","passed","Sat Feb 21 09:06:22 UTC 2026","Create entity","Users","",""
"","21","Создание файла","LMS service","Sat Feb 21 09:06:18 UTC 2026","passed","Sat Feb 21 09:06:18 UTC 2026","Create entity","Files","",""
"","556","Создание пользователя","LMS service","Sat Feb 21 09:06:21 UTC 2026","passed","Sat Feb 21 09:06:22 UTC 2026","Create entity","Users","",""
"","20","Обновление задания","LMS service","Sat Feb 21 09:06:15 UTC 2026","passed","Sat Feb 21 09:06:15 UTC 2026","Update entity","Exercises","",""
"","545","Авторизация с корректным email и password","LMS service","Sat Feb 21 09:06:12 UTC 2026","passed","Sat Feb 21 09:06:13 UTC 2026","Login","Authentication","",""
"","17","Получение списка заданий","LMS service","Sat Feb 21 09:06:18 UTC 2026","passed","Sat Feb 21 09:06:18 UTC 2026","Get entities","Exercises","",""
"","257","Создание файла с пустым directory","LMS service","Sat Feb 21 09:06:20 UTC 2026","passed","Sat Feb 21 09:06:20 UTC 2026","Validate entity","Files","",""
"","559","Создание пользователя","LMS service","Sat Feb 21 09:06:20 UTC 2026","passed","Sat Feb 21 09:06:21 UTC 2026","Create entity","Users","",""
