"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","Получение информации о текущем пользователе","LMS service","Sat Feb 21 09:14:32 UTC 2026","passed","Sat Feb 21 09:14:32 UTC 2026","Get entity","Users","",""
"","258","Создание файла с пустым directory","LMS service","Sat Feb 21 09:14:29 UTC 2026","passed","Sat Feb 21 09:14:30 UTC 2026","Validate entity","Files","",""
"","20","Обновление задания","LMS service","Sat Feb 21 09:14:25 UTC 2026","passed","Sat Feb 21 09:14:25 UTC 2026","Update entity","Exercises","",""
"","17","Удаление задания","LMS service","Sat Feb 21 09:14:26 UTC 2026","passed","Sat Feb 21 09:14:26 UTC 2026","Delete entity","Exercises","",""
"","28","Создание курса","LMS service","Sat Feb 21 09:14:24 UTC 2026","passed","Sat Feb 21 09:14:24 UTC 2026","Create entity","Courses","",""
"","24","Получение задания","LMS service","Sat Feb 21 09:14:26 UTC 2026","passed","Sat Feb 21 09:14:26 UTC 2026","Get entity","Exercises","",""
"","22","Создание задания","LMS service","Sat Feb 21 09:14:25 UTC 2026","passed","Sat Feb 21 09:14:25 UTC 2026","Create entity","Exercises","",""
"","23","Создание файла","LMS service","Sat Feb 21 09:14:27 UTC 2026","passed","Sat Feb 21 09:14:27 UTC 2026","Create entity","Files","",""
"","557","Создание пользователя","LMS service","Sat Feb 21 09:14:31 UTC 2026","passed","Sat Feb 21 09:14:31 UTC 2026","Create entity","Users","",""
"","265","Создание файла с пустым filename","LMS service","Sat Feb 21 09:14:28 UTC 2026","passed","Sat Feb 21 09:14:28 UTC 2026","Validate entity","Files","",""
"","558","Создание пользователя","LMS service","Sat Feb 21 09:14:31 UTC 2026","passed","Sat Feb 21 09:14:31 UTC 2026","Create entity","Users","",""
"","565","Создание пользователя","LMS service","Sat Feb 21 09:14:30 UTC 2026","passed","Sat Feb 21 09:14:31 UTC 2026","Create entity","Users","",""
"","48","Обновление курса","LMS service","Sat Feb 21 09:14:24 UTC 2026","passed","Sat Feb 21 09:14:24 UTC 2026","Update entity","Courses","",""
"","267","Получение файла с некорректным file_id","LMS service","Sat Feb 21 09:14:30 UTC 2026","passed","Sat Feb 21 09:14:31 UTC 2026","Validate entity","Files","",""
"","27","Получение курса","LMS service","Sat Feb 21 09:14:23 UTC 2026","passed","Sat Feb 21 09:14:23 UTC 2026","Get entities","Courses","",""
"","15","Получение файла","LMS service","Sat Feb 21 09:14:29 UTC 2026","passed","Sat Feb 21 09:14:29 UTC 2026","Get entity","Files","",""
"","291","Удаление файла","LMS service","Sat Feb 21 09:14:30 UTC 2026","passed","Sat Feb 21 09:14:30 UTC 2026","Delete entity","Files","",""
"","19","Получение списка заданий","LMS service","Sat Feb 21 09:14:27 UTC 2026","passed","Sat Feb 21 09:14:27 UTC 2026","Get entities","Exercises","",""
"","545","Авторизация с корректным email и password","LMS service","Sat Feb 21 09:14:22 UTC 2026","passed","Sat Feb 21 09:14:23 UTC 2026","Login","Authentication","",""
