"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","259","Создание файла с пустым filename","LMS service","Sun Mar 01 10:07:57 UTC 2026","passed","Sun Mar 01 10:07:57 UTC 2026","Validate entity","Files","",""
"","579","Авторизация с корректным email и password","LMS service","Sun Mar 01 10:07:50 UTC 2026","passed","Sun Mar 01 10:07:51 UTC 2026","Login","Authentication","",""
"","289","Создание пользователя","LMS service","Sun Mar 01 10:07:59 UTC 2026","passed","Sun Mar 01 10:07:59 UTC 2026","Create entity","Users","",""
"","21","Обновление задания","LMS service","Sun Mar 01 10:07:53 UTC 2026","passed","Sun Mar 01 10:07:53 UTC 2026","Update entity","Exercises","",""
"","20","Получение списка заданий","LMS service","Sun Mar 01 10:07:56 UTC 2026","passed","Sun Mar 01 10:07:56 UTC 2026","Get entities","Exercises","",""
"","40","Создание курса","LMS service","Sun Mar 01 10:07:52 UTC 2026","passed","Sun Mar 01 10:07:52 UTC 2026","Create entity","Courses","",""
"","265","Создание файла с пустым directory","LMS service","Sun Mar 01 10:07:58 UTC 2026","passed","Sun Mar 01 10:07:58 UTC 2026","Validate entity","Files","",""
"","25","Получение задания","LMS service","Sun Mar 01 10:07:55 UTC 2026","passed","Sun Mar 01 10:07:55 UTC 2026","Get entity","Exercises","",""
"","286","Получение файла","LMS service","Sun Mar 01 10:07:57 UTC 2026","passed","Sun Mar 01 10:07:57 UTC 2026","Get entity","Files","",""
"","562","Создание пользователя","LMS service","Sun Mar 01 10:07:59 UTC 2026","passed","Sun Mar 01 10:08:00 UTC 2026","Create entity","Users","",""
"","21","Удаление файла","LMS service","Sun Mar 01 10:07:58 UTC 2026","passed","Sun Mar 01 10:07:58 UTC 2026","Delete entity","Files","",""
"","17","Удаление задания","LMS service","Sun Mar 01 10:07:55 UTC 2026","passed","Sun Mar 01 10:07:55 UTC 2026","Delete entity","Exercises","",""
"","272","Получение файла с некорректным file_id","LMS service","Sun Mar 01 10:07:59 UTC 2026","passed","Sun Mar 01 10:07:59 UTC 2026","Validate entity","Files","",""
"","31","Получение курса","LMS service","Sun Mar 01 10:07:51 UTC 2026","passed","Sun Mar 01 10:07:51 UTC 2026","Get entities","Courses","",""
"","67","Обновление курса","LMS service","Sun Mar 01 10:07:52 UTC 2026","passed","Sun Mar 01 10:07:52 UTC 2026","Update entity","Courses","",""
"","534","Создание пользователя","LMS service","Sun Mar 01 10:07:59 UTC 2026","passed","Sun Mar 01 10:07:59 UTC 2026","Create entity","Users","",""
"","12","Получение информации о текущем пользователе","LMS service","Sun Mar 01 10:08:00 UTC 2026","passed","Sun Mar 01 10:08:00 UTC 2026","Get entity","Users","",""
"","24","Создание задания","LMS service","Sun Mar 01 10:07:53 UTC 2026","passed","Sun Mar 01 10:07:53 UTC 2026","Create entity","Exercises","",""
"","21","Создание файла","LMS service","Sun Mar 01 10:07:56 UTC 2026","passed","Sun Mar 01 10:07:56 UTC 2026","Create entity","Files","",""
