"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Удаление файла","LMS service","Mon Mar 09 15:00:00 UTC 2026","passed","Mon Mar 09 15:00:00 UTC 2026","Delete entity","Files","",""
"","540","Создание пользователя","LMS service","Mon Mar 09 15:00:00 UTC 2026","passed","Mon Mar 09 15:00:01 UTC 2026","Create entity","Users","",""
"","12","Получение информации о текущем пользователе","LMS service","Mon Mar 09 15:00:02 UTC 2026","passed","Mon Mar 09 15:00:02 UTC 2026","Get entity","Users","",""
"","24","Создание задания","LMS service","Mon Mar 09 14:59:55 UTC 2026","passed","Mon Mar 09 14:59:55 UTC 2026","Create entity","Exercises","",""
"","256","Получение файла с некорректным file_id","LMS service","Mon Mar 09 15:00:01 UTC 2026","passed","Mon Mar 09 15:00:01 UTC 2026","Validate entity","Files","",""
"","17","Получение списка заданий","LMS service","Mon Mar 09 14:59:57 UTC 2026","passed","Mon Mar 09 14:59:57 UTC 2026","Get entities","Exercises","",""
"","560","Создание пользователя","LMS service","Mon Mar 09 15:00:01 UTC 2026","passed","Mon Mar 09 15:00:01 UTC 2026","Create entity","Users","",""
"","286","Обновление задания","LMS service","Mon Mar 09 14:59:56 UTC 2026","passed","Mon Mar 09 14:59:56 UTC 2026","Update entity","Exercises","",""
"","321","Обновление курса","LMS service","Mon Mar 09 14:59:53 UTC 2026","passed","Mon Mar 09 14:59:54 UTC 2026","Update entity","Courses","",""
"","266","Создание файла","LMS service","Mon Mar 09 14:59:58 UTC 2026","passed","Mon Mar 09 14:59:58 UTC 2026","Create entity","Files","",""
"","558","Создание пользователя","LMS service","Mon Mar 09 15:00:01 UTC 2026","passed","Mon Mar 09 15:00:01 UTC 2026","Create entity","Users","",""
"","288","Удаление задания","LMS service","Mon Mar 09 14:59:57 UTC 2026","passed","Mon Mar 09 14:59:57 UTC 2026","Delete entity","Exercises","",""
"","23","Получение задания","LMS service","Mon Mar 09 14:59:56 UTC 2026","passed","Mon Mar 09 14:59:56 UTC 2026","Get entity","Exercises","",""
"","262","Создание файла с пустым directory","LMS service","Mon Mar 09 14:59:59 UTC 2026","passed","Mon Mar 09 15:00:00 UTC 2026","Validate entity","Files","",""
"","31","Создание курса","LMS service","Mon Mar 09 14:59:54 UTC 2026","passed","Mon Mar 09 14:59:54 UTC 2026","Create entity","Courses","",""
"","284","Авторизация с корректным email и password","LMS service","Mon Mar 09 14:59:52 UTC 2026","passed","Mon Mar 09 14:59:52 UTC 2026","Login","Authentication","",""
"","259","Создание файла с пустым filename","LMS service","Mon Mar 09 14:59:59 UTC 2026","passed","Mon Mar 09 14:59:59 UTC 2026","Validate entity","Files","",""
"","304","Получение курса","LMS service","Mon Mar 09 14:59:53 UTC 2026","passed","Mon Mar 09 14:59:53 UTC 2026","Get entities","Courses","",""
"","13","Получение файла","LMS service","Mon Mar 09 14:59:59 UTC 2026","passed","Mon Mar 09 14:59:59 UTC 2026","Get entity","Files","",""
